,inputs,targets,outputs
2895,bostan,बॉस्टन,बुद्ध
2896,bosten,बॉस्टन,बोल
2897,boston,बॉस्टन,बोल
2898,bokaro,बोकारो,बोल
2899,bodara,बोदरा,बोहरा
2900,bodra,बोदरा,बोली
2901,bodraa,बोदरा,बोर्ड
2902,bona,बोना,बोधियों
2903,borkar,बोरकर,बोहरा
2904,borivali,बोरीवली,बोली
2905,boriwali,बोरीवली,बोल्ड
2906,born,बोर्न,बोर्ड
2907,bolane,बोलने,बोली
2908,boliae,बोलिए,बोल्ड
2909,boliy,बोलिए,बोर्ड
2910,boliye,बोलिए,बोला
2911,bosaan,बोसान,बुद्ध
2912,bosan,बोसान,बुद्ध
2913,bauni,बौनी,बांस
2914,bouni,बौनी,बुद्ध
2915,byaawa,ब्यावर,बेला
2916,byavar,ब्यावर,बेहरा
2917,brajesh,ब्रजेश,ब्रेक
2918,brijesh,ब्रजेश,ब्रेन
2919,brahmalin,ब्रह्मलीन,ब्रह्म
2920,brahmleen,ब्रह्मलीन,ब्रेड
2921,brahmlin,ब्रह्मलीन,ब्रांसिटर
2922,bravo,ब्रावो,ब्रेड
2923,brigatn,ब्रिगटन,ब्रांसिंग
2924,brighton,ब्रिगटन,ब्रेड
2925,brigton,ब्रिगटन,ब्रांस
2926,brigadier,ब्रिगेडियर,ब्रह्मावत
2927,britain,ब्रिटेन,ब्रेजर्स
2928,breed,ब्रीद,ब्रांसवाला
2929,brock,ब्रोक,ब्रह्मिक
2930,brok,ब्रोक,ब्रह्मानुसार
2931,broke,ब्रोक,ब्रेन
2932,brocken,ब्रोकन,ब्रामिया
2933,broken,ब्रोकन,ब्राइन
2934,blosam,ब्लॉसम,ब्रह्मावती
2935,blossom,ब्लॉसम,ब्रह्मान
2936,bhagaane,भगाने,भागी
2937,bhagane,भगाने,भागवत
2938,bhadakaaya,भड़काया,भगवा
2939,bhadakaya,भड़काया,भाग्य
2940,bhadkaayaa,भड़काया,भागी
2941,bhadkaya,भड़काया,भावना
2942,bharakaaya,भड़काया,भारते
2943,bharakaya,भड़काया,भरी
2944,bhabhoot,भभूत,भागवादी
2945,bhabhut,भभूत,भाग्य
2946,bhay,भय,भारते
2947,bhaya,भय,भूतिक
2948,bhayo,भयो,भाग्य
2949,bharatanatyam,भरतनाट्यम्,भारती
2950,bharatnatyam,भरतनाट्यम्,भारता
2951,bhartnatyam,भरतनाट्यम्,भरीदार
2952,bharate,भरते,भर्मिक
2953,bharte,भरते,भरवार
2954,bharani,भरनी,भर्ता
2955,bharni,भरनी,भारते
2956,bharane,भरने,भर्म
2957,bharne,भरने,भारती
2958,bhara,भरा,भरों
2959,bhavishya,भविष्य,भागी
2960,bhaate,भाते,भाव
2961,bhate,भाते,भाग्य
2962,bhanu,भानू,भाग्या
2963,bhabar,भाबर,जामा
2964,bhareeye,भारीय,भारता
2965,bhariy,भारीय,भरवाने
2966,bhavanaon,भावनाओं,भागवार
2967,bhavnaon,भावनाओं,भागवी
2968,bhaskar,भास्कर,भागी
2969,bheed,भीड़,भेजने
2970,bheera,भीरा,भिन्नता
2971,bhira,भीरा,भिंतु
2972,bheesham,भीष्म,भिन्नता
2973,bhisham,भीष्म,भिन्न
2974,bhishm,भीष्म,भीमा
2975,bhugat,भुगत,भूतिक
2976,bhugata,भुगता,भूमिक
2977,bhugta,भुगता,भूतियों
2978,bhutto,भुट्टो,भूतियां
2979,bhumi,भुमि,भूतियां
2980,bhurbhura,भुरभुरा,भार्क
2981,bhookh,भूख,भूमिक्षित
2982,bhukh,भूख,भेजा
2983,bhookhi,भूखी,भूत्ति
2984,bhukhi,भूखी,भूतिक
2985,bhoogol,भूगोल,भूतियां
2986,bhugol,भूगोल,भूमिक
2987,bhootal,भूतल,भूमिक
2988,bhutal,भूतल,भूमिष्कर्म
2989,bhoopsingh,भूपसिंह,भूमध्यकार
2990,bhupsingh,भूपसिंह,भूमिक
2991,bhumi,भूमी,भीमा
2992,bhumika,भूमी,भावने
2993,bhulata,भूलता,भारत
2994,bhulataa,भूलता,भारती
2995,bhulta,भूलता,भारता
2996,bhula,भूला,भर्ता
2997,bhulaa,भूला,भर्तनाथ
2998,bhooli,भूली,भोग्य
2999,bhuli,भूली,भारते
3000,bhulo,भूलो,भरने
3001,bhulon,भूलों,भारता
3002,bhusi,भूसी,भूतिक
3003,bhooswaami,भूस्वामी,भूमध्यास
3004,bhusvami,भूस्वामी,भूमध्यक्ति
3005,bhuswami,भूस्वामी,भूति
3006,bhengapan,भेंगापन,भिन्नता
3007,bhairavnath,भैरवनाथ,भारती
3008,bhairo,भैरो,भारी
3009,bhogatey,भोगते,भोगा
3010,bhogte,भोगते,भूमिन
3011,bhola,भोला,भारता
3012,bholi,भोली,भारते
3013,bholu,भोलू,भर्ता
3014,bhaunho,भौंहों,भूति
3015,bhaunhon,भौंहों,भूमिक
3016,bhoonhon,भौंहों,भागी
3017,bhraant,भ्रांत,भ्रुव
3018,bhrant,भ्रांत,भ्रष्ट
3019,brant,भ्रांत,ब्राह्मण
3020,bhraanti,भ्रांति,भिल्ला
3021,bhranti,भ्रांति,भ्रुंसिस
3022,branti,भ्रांति,ब्रांस
3023,bhraantiyan,भ्रांतियां,भ्रम
3024,bhrantiyan,भ्रांतियां,भर्तना
3025,bhraantiyon,भ्रांतियों,भिनात्मक
3026,bhrantiyon,भ्रांतियों,भ्रांति
3027,mangesh,मंगेश,मानवर
3028,manch,मंच,मान्य
3029,manchit,मंचित,मानकों
3030,mancheeye,मंचीय,मनोविधान
3031,manchiy,मंचीय,मानदान
3032,manchiya,मंचीय,माने
3033,manchon,मंचों,मानवता
3034,manjil,मंजिल,मैनोकॉन
3035,manzil,मंजिल,मानव
3036,manjila,मंजिला,मनोविधान
3037,manzila,मंजिला,मानने
3038,manjilein,मंजिलें,मानदास
3039,manjilen,मंजिलें,मानवीय
3040,manzilein,मंजिलें,मानवीय
3041,manto,मंटो,मानवता
3042,mantriyon,मंत्रियों,मानवता
3043,makrani,मकरानी,मनोर्वेश
3044,maksad,मक्सद,मानवीय
3045,makhdumpur,मखदुमपुर,मानवीय
3046,machaaye,मचाए,मान्य
3047,machae,मचाए,मानवता
3048,machaye,मचाए,मानवता
3049,machaanon,मचानों,मानवत
3050,machanno,मचानों,मानवीय
3051,machano,मचानों,मनोविधा
3052,machanon,मचानों,मानवत
3053,madaura,मढ़ौरा,मानवी
3054,madhuara,मढ़ौरा,माध्यावरण
3055,madhura,मढ़ौरा,मात्रा
3056,manipal,मणिपाल,मानवी
3057,matpatron,मतपत्रों,माधारण
3058,matthe,मत्थे,माध्यात्मक
3059,matsyavatar,मत्स्यावतार,माध्यम
3060,matsyavtar,मत्स्यावतार,माता
3061,masyendranath,मत्स्येंद्रनाथ,मानने
3062,matsyendranath,मत्स्येंद्रनाथ,माधवी
3063,madhupur,मधुपुर,माहिर
3064,manmarji,मनमर्जी,मानवी
3065,manae,मनाए,मान्या
3066,manaye,मनाए,मानने
3067,mnaey,मनाए,मैनान
3068,mam,मम,मानवत
3069,mum,मम,मुहाने
3070,maryokar,मयोर्का,मार्क
3071,mayorka,मयोर्का,मुक्तियां
3072,mayorkaa,मयोर्का,मनोवे
3073,mardaani,मरदानी,मार्म
3074,mardani,मरदानी,मार्ग
3075,marmar,मरमर,मार्क
3076,murmur,मरमर,मुरुविधारण
3077,maratha,मराठा,मर्लिया
3078,marathi,मराठी,मार्तिक
3079,marji,मर्जी,मर्क
3080,mardanagi,मर्दानगी,मार्टिक
3081,mardangi,मर्दानगी,मार्किंग
3082,mardo,मर्दों,मर्म
3083,mardon,मर्दों,मार्किंग
3084,maryaadaa,मर्यादा,मार्यकाल
3085,maryada,मर्यादा,मर्ला
3086,maryaadaaon,मर्यादाओं,मार्किंग
3087,maryadaon,मर्यादाओं,मार्किंग
3088,malaga,मलागा,मोर्ड
3089,malaar,मलार,मार्ग
3090,malar,मलार,मार्किंग
3091,mashrak,मशरक,मानवीय
3092,masaaledaar,मसालेदार,मानवी
3093,masaledaar,मसालेदार,मुक्ति
3094,masaledar,मसालेदार,मानवीय
3095,masoor,मसूर,मानव
3096,masur,मसूर,मानदार
3097,masse,मस्से,मानना
3098,mahakane,महकने,महानिर्माण
3099,mahakne,महकने,महामान्यता
3100,mahkane,महकने,महाना
